record_id,doi,title,year,source_databases,query_ids,title_screen_decision,title_screen_exclusion_code,title_screen_confidence,title_screen_basis,abstract_screen_status,abstract_screen_priority
R-e05253cccd616801,10.3390/agriculture13010156,Oil Palm Fresh Fruit Bunch Ripeness Detection Methods: A Systematic Review,2023,Scopus;OpenAlex,Q5;Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-24d30224e2ebc55f,10.1088/1755-1315/540/1/012085,Oil Palm Fresh Fruit Bunches Maturity Prediction by Using Optical Spectrometer,2020,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-c9ede8edd5d5b647,,Oil Palm Fruit Image Ripeness Classification with Computer Vision using Deep Learning and Visual Attention,2020,OpenAlex,Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-15ee6051084feb11,10.3390/app16147292,Oil Palm Fruit Maturity Classification Algorithm Based on LAB Dual-Branch Feature Fusion,2026,Scopus,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-1979f85561659666,10.1109/icitsi65188.2024.10929459,"Oil Palm Fruit Ripeness Detection Technique: Analysis, Challenges, and Opportunities",2024,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-6145c6dcf3e2b9c3,10.33395/sinkron.v7i2.11420,Oil Palm Fruit Ripeness Detection using Deep Learning,2022,OpenAlex,Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-fd655857ee713d46,10.1088/1742-6596/1277/1/012028,Oil palm fruit ripeness detection using K-Nearest neighbour,2019,OpenAlex,Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-2f74666962b7903d,10.1038/s41597-025-05227-x,Oil Palm Fruits Dataset in Plantations for Harvest Estimation Using Digital Census and Smartphone,2025,Scopus;OpenAlex,Q4;Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-ed1cd80d2f70b182,10.3390/plants11151936,"Oil Palm Fruits Ripeness Classification Based on the Characteristics of Protein, Lipid, Carotene, and Guanine/Cytosine from the Raman Spectra",2022,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-7afb412100c2d1d7,10.1088/1755-1315/1167/1/012039,Oil Palm Health Estimation Using Low Altitude Remote Sensing,2023,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-3868fef8658bee68,10.1088/1748-9326/aaa270,"Oil palm land conversion in Pará, Brazil, from 2006-2014: Evaluating the 2010 Brazilian Sustainable Palm Oil Production Program",2018,Scopus,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-63a1c25f67dbc16a,10.1088/1755-1315/1412/1/012002,Oil palm land cover classification using WorldView satellite and machine learning algorithms from QGIS ENMAP-box plugin,2024,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-3af9ed0ead52ffd8,10.1109/comnetsat56033.2022.9994555,Oil Palm Leaf Disease Detection on Natural Background Using Convolutional Neural Networks,2022,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-1fe34a64229cea97,10.11113/mjfas.v20n1.3139,Oil Palm Leaves Phenotyping using Biomarkers Derived from Raman Spectra,2024,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-7d6c11165d89a9f3,10.21894/jopr.2023.0059,OIL PALM LEVEL OF RIPENESS CLASSIFICATION USING EFFICIENTDET-LITE CNN ARCHITECTURE,2024,Scopus;OpenAlex,Q4;Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-186ec0c1118cb80c,10.1109/access.2024.3446890,Oil Palm Loose Fruit Detection Using YOLOv4 for an Autonomous Mobile Robot Collector,2024,Scopus,Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-db33e5a39618152b,,Oil palm management by using aerial photography and ArcGIS software / Nabilah Ismail,2019,OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-87334e9307314f78,10.1063/5.0114333,Oil palm mapping based on machine learning and non-machine learning approach using Sentinel-2 imagery,2023,OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-0ba9af121c3110cf,10.1016/j.rsase.2020.100287,Oil palm mapping over Peninsular Malaysia using Google Earth Engine and machine learning algorithms,2020,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-7562ee8c952229d3,10.1080/01431161.2016.1241448,Oil palm mapping using Landsat and PALSAR: a case study in Malaysia,2016,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-05c11ce716a1f9ed,10.11113/jagst.v3n2.73,Oil Palm Nutrient Mapping Using Multispectral Drone,2023,OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-b06969a8d28faf11,10.30536/j.ijreses.2021.v18.a3537,"OIL PALM PLANTATION DETECTION IN INDONESIA USING SENTINEL-2 AND LANDSAT-8 OPTICAL SATELLITE IMAGERY (CASE STUDY: ROKAN HULU REGENCY, RIAU PROVINCE)",2021,OpenAlex,Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-e4d55cab57bb7df8,10.5281/zenodo.7393401,Oil Palm Plantation Detection in Satellite Image Using Deep Learning,2022,Scopus;OpenAlex,Q5;Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-b649f8a71eaf5b28,10.1088/1755-1315/583/1/012038,Oil palm plantation inside forest area?,2020,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-ad919b3d862f8ebc,10.1088/1755-1315/1051/1/012024,Oil Palm Plantation Land Cover and Age Mapping Using Sentinel-2 Satellite Imagery and Machine Learning Algorithms,2022,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-8424d7aefd8a4a2d,10.1080/01431161.2019.1681604,Oil palm plantation mapping from high-resolution remote sensing images using deep learning,2020,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-22cde66b50c3ea2a,10.1088/1757-899x/705/1/012043,Oil Palm Plantation Monitoring from Satellite Image,2019,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-8acaaeb88c4f420b,10.1088/1755-1315/1038/1/012026,"Oil Palm Productivity Estimation Based on Landsat 8 Vegetation Index, Rainfall, and Fertilization Dosage at PT PSJ, South Sumatera",2022,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-d3e7c9517f2f3b6e,10.59324/jaitd.2026.2(2).12,Oil Palm Ripening Detection Technologies: A Review of Contemporary AI Techniques and Multi-Criteria Effectiveness Evaluation Frameworks,2026,OpenAlex,Q5;Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-656365e2ce689f58,10.1016/j.procs.2024.10.303,Oil palm tree counting and abnormality assessment using deep learning and index vegetation,2024,Scopus;OpenAlex,Q6;Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-9658d2ea29d2e119,10.1109/agreta68375.2025.11474115,Oil Palm Tree Detection and Counting Analysis Using FOMO-MobileNetV2,2025,Scopus;OpenAlex,Q6;Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-90e3f3b35de44584,10.1007/978-981-16-7597-3_45,Oil Palm Tree Detection and Counting for Precision Farming Using Deep Learning CNN,2022,Scopus;OpenAlex,Q6;Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-96923201ecabc9de,10.1007/978-981-15-2317-5_40,Oil Palm Tree Detection and Counting in Aerial Images Based on Faster R-CNN,2020,Scopus;OpenAlex,Q6;Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-4755c582ecdd76f9,10.3390/agriculture11020183,Oil palm tree detection and health classification on high‐resolution imagery using deep learning,2021,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
M-39a178067e909910,10.33093/jetap.2019.1.2.20,Oil Palm Tree Detection from High Resolution Drone Image Using Convolutional Neural Network,2019,OpenAlex,Q6;Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-343bcbb981df4d57,10.1016/j.compag.2024.109530,Oil palm tree detection in UAV imagery using an enhanced RetinaNet,2024,Scopus;OpenAlex,Q6;Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-cdc2fa310731e279,10.1109/roma66616.2025.11155823,Oil Palm Tree Detection using YOLOv8 Image Segmentation for Autonomous Robot,2025,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-9e7d82cfdbddcf2f,,Oil palm tree enumeration based on template matching,2015,OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-d9b1fdca43c9df89,10.11113/jt.v77.6855,Oil palm tree growth monitoring for smallholders by using unmanned aerial vehicle,2015,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-6957d8501de6109a,10.1063/5.0216582,Oil palm tree height detection from UAV images,2024,OpenAlex,Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-573267fcdcfd3288,10.1016/j.ecoinf.2022.101878,Oil palm trees detection and counting on Microsoft Bing Maps Very High Resolution (VHR) satellite imagery and Unmanned Aerial Vehicles (UAV) data using image processing thresholding approach,2022,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-834347444b10aa34,10.11591/ijai.v11.i1.pp189-200,Oil palm unstripped bunch detector using modified faster regional convolutional neural network,2022,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-9da68bac11d9be0f,10.18196/jrc.v4i5.19499,Oil Palm USB (Unstripped Bunch) Detector Trained on Synthetic Images Generated by PGGAN,2023,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-381bfa833188a0b4,,Oil palm vegetation indices at different growing stages using sentinel-2B satellite imagery,2018,Scopus,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-5dd7a36f53efc2f6,10.3390/agriengineering4010019,Oil Palm Yield Estimation Based on Vegetation and Humidity Indices Generated from Satellite Images and Machine Learning Techniques,2022,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-892db25e8e2cf43c,10.11591/ijeecs.v3.i3.pp626-633,Oil palm yield forecasting based on weather variables using artificial neural network,2016,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-cb7f60ed41cb91a0,10.1109/macs56771.2022.10022394,Oil Palm Yield Gap Prediction Using Machine Learning: A Proof of Concepts,2022,Scopus;OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-63d0ad18726fae61,10.5194/egusphere-egu24-4128,Oil palm yield in Southeast Asia impacted by management and climate change,2024,OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-2fac36a7c46594b5,10.1007/s12145-022-00882-9,Oil palm yield prediction across blocks from multi-source data using machine learning and deep learning,2022,Scopus;OpenAlex,Q5;Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-61c8d4085cab6525,10.21203/rs.3.rs-1938493/v1,Oil Palm Yield Prediction Across Blocks Using Multi-Source Data and Machine Learning,2022,OpenAlex,Q5;Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-8ce7bd49c4df0b69,,Oil palm-based agroforestry for regenerative agriculture,2024,OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-0ee521ef21f39677,10.6084/m9.figshare.25057889.v1,Oil Pool Detection Dataset,2024,OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-a10d9058d6a13e97,10.1016/j.rse.2017.09.002,Oil spill detection by imaging radars: Challenges and pitfalls,2017,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-e2392135b635b7c0,10.1016/j.scienta.2021.110618,Oil yield components and biomass production responses to warming during the oil accumulation phase in young olive trees,2022,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-60ff21b7df8c7638,10.18517/ijaseit.8.3.2415,Oil-palm plantation identification from satellite images using Google Earth Engine,2018,Scopus;OpenAlex,Q6,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-b2805012e0ce89c5,10.1109/igarss.2018.8519239,Oil-palm tree detection in aerial images combining deep learning classifiers,2018,Scopus;OpenAlex,Q6;Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-4a76485dce3ce8f4,10.1016/j.ecoinf.2025.103000,Oilpalm-RTMDet: An lightweight oil palm detector base on RTMDet,2025,Scopus,Q6;Q7,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-883d3661d5824b30,10.1016/j.rala.2019.06.001,Old School and High Tech: A Comparison of Methods to Quantify Ashe Juniper Biomass as Fuel or Forage,2019,Scopus;OpenAlex,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-914d0108889a0150,10.1109/access.2019.2947160,Olive-fruit variety classification by means of image processing and convolutional neural networks,2019,Scopus,Q4,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-bdc023bf8b25cfc6,10.1061/9780784480885.053,Olmsted Power Plant Penstock Condition Assessment and Replacement,2017,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
M-b65cd2b07f64445a,10.48550/arxiv.2602.11693,OMEGA-Avatar: One-shot Modeling of 360° Gaussian Avatars,2026,OpenAlex,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-8c5eb9e988b1399f,10.48550/arxiv.2512.02554,OmniPerson: Unified Identity-Preserving Pedestrian Generation,2025,OpenAlex,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-5543d30c174a7118,10.1109/metroagrifor66923.2025.11512639,OmniPlantSeg: Species Agnostic 3D Point Cloud Organ Segmentation for High-Resolution Plant Phenotyping Across Modalities,2025,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-e10f9630664d0c72,10.48550/arxiv.2511.17053,OmniPT: Unleashing the Potential of Large Vision Language Models for Pedestrian Tracking and Understanding,2025,OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
M-24acb5f5918f8389,10.1609/aaai.v40i5.37406,OmniPT: Unleashing the Potential of Large Vision Language Models for Pedestrian Tracking and Understanding,2026,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
M-f6ef1139ab347a80,10.48550/arxiv.2606.22617,OmniSpace: Efficient Geometry Awareness for Autonomous Vehicles MLLMs,2026,OpenAlex,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
M-376682a5568acdd2,10.48550/arxiv.2606.15749,OmniTraffic: A Controllable Generation Pipeline and Benchmark for Spatio-Temporal Traffic Reasoning,2026,OpenAlex,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-d7cb340b2c18450a,10.3233/jifs-210262,On development of multi-resolution detector for tomato disease diagnosis,2021,Scopus,Q4,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-d7d8f77f0334676f,10.1109/urai.2017.7992655,On distributed processing for underwater cooperative localization,2017,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-4b6b234f8748f95d,10.1109/cai59869.2024.00183,On Efficient Object-Detection NAS for ADAS on Edge devices,2024,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-185cc99e3702f9a4,10.1109/bmsb55706.2022.9828664,On Energy Cyclic Replenishment of Combined UAV for Live Broadcast,2022,Scopus;OpenAlex,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-fd194fe18560c4b9,10.1007/978-3-031-78940-3_22,On Hyperspectral Image Classification and Deep Learning,2025,OpenAlex,Q5,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-612dbb0ec8283732,10.1016/j.jfoodeng.2020.110102,On line detection of defective apples using computer vision system combined with deep learning methods,2020,Scopus;OpenAlex,Q7,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-c29993308418a5e7,10.14321/fourthgenre.24.2.0162,"On Loving Clothes, and Preferring Not To",2022,OpenAlex,Q1,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-924a227b79ddb377,10.1111/criq.12809,"On Moving Showstoppers: Stephen Sondheim’s ‘I’m Still Here’, There and Everywhere",2024,OpenAlex,Q1,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-13269d6b9b2ce9ec,10.23919/icif.2018.8455643,On Multi-Sensor Radar Configurations for Vehicle Tracking in Autonomous Driving Environments,2018,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-10c107f25d42e7ee,10.3390/jsan4040293,On optimal multi-sensor network configuration for 3D registration,2015,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-18c474d7cc02ef0d,10.5194/isprs-archives-xliii-b1-2020-343-2020,On practical accuracy aspects of unmanned aerial vehicles equipped with survey grade laser scanners,2020,Scopus,Q5,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-4c3e896dce9b0504,,On robust detection of hunting on railway vehicles via multiple vibration sensors,2022,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-dbe4b04bbc65d618,10.1177/2047487316642383,"On scientific authorship: Proliferation, problems and prospects",2016,OpenAlex,Q1,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-085ba6348cf15b06,10.1016/j.cviu.2014.10.003,On surveillance for safety critical events: In-vehicle video networks for predictive driver assistance systems,2015,Scopus;OpenAlex,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-df69beb53a566a37,10.5194/isprs-annals-iv-2-w5-95-2019,ON the DERIVATION of CROP HEIGHTS from MULTITEMPORAL UAV BASED IMAGERY,2019,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-9d7742fc1ae6a054,10.33012/2022.18188,On the Design of High Accuracy Rail Digital Maps based on Sensor Fusion,2022,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
M-683be1b3f93d9d39,10.48550/arxiv.2206.10551,On the Effectiveness of Persistent Homology,2022,Scopus;OpenAlex,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-af3e9c06087a2bbf,,On the ground or in the air ? a methodological experiment on crop residue cover measurement in Ethiopia,2016,OpenAlex,Q1,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-e3bb14f3f11e5a43,10.1109/bigcomp60711.2024.00055,On the Impact of Resolution in Fashion Attribute-based Re- identification,2024,Scopus;OpenAlex,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-bdf53281f728b634,10.3390/rs17213588,On the Lossless Compression of HyperHeight LiDAR Forested Landscape Data,2025,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-8b5cef896ad0e13a,10.1109/acdsa65407.2025.11166559,On the performance analysis of Yolo algorithms to identify the vector of Greening in orange farms,2025,Scopus;OpenAlex,Q4,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-961f3b993229e5af,10.21046/2070-7401-2018-15-4-103-111,On the possibility of using Sentinel-1 SAR interferometry to study landslide activity in the mountain cluster of the Big Sochi area,2018,Scopus,Q1,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-f321d9c526ad12c0,10.1111/2041-210x.13437,On the relationship of fractal geometry and tree–stand metrics on point clouds derived from terrestrial laser scanning,2020,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-4b644dd2750a79c4,10.30901/2658-6266-2025-1-o5,"On the results of the Conference “VIR – 130: Plant Genetic Resources” (November 5-9, 2024, St. Petersburg)",2025,Scopus,Q1,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-eb8519ebad32d416,10.3390/sym17050688,On the Robustness of Individual Tree Segmentation to Data Adversarial Attacks from Remote Sensing Point Clouds,2025,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-57546c20779a599a,10.1111/1751-7915.13720,On the role of viruses in nature and what this means for the COVID‐19 pandemic,2020,OpenAlex,Q1,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-ee03e453781de74f,10.2112/jcr-si113-031.1,"On the Synergy of the UAV Spatial Modelling and Citizen Science for Tidal Coasts: The Case of Canopy-Forming Macroalgae and Gastropods on the Emerald Coast, Brittany, France",2024,OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-f3ac91ea563a5873,10.21817/ijet/2017/v9i2/170902058,"On Tree Detection, Counting &amp; Post- Harvest grading of fruits Based on Image Processing and Machine Learning Approach-A Review",2017,OpenAlex,Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-0458687e58a6458f,10.1109/wconf64849.2025.11233402,On Tree Grading of Sapota and Yield Prediction with Computer Vision,2025,Scopus;OpenAlex,Q4;Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-1d6e2e86e3c5c0e1,10.47164/ijngc.v14i1.1022,On Tree Mango Fruit Detection and Counting System,2023,OpenAlex,Q1;Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-f64cf50774bf51d6,10.3390/s20041102,On-ground vineyard reconstruction using a LiDAR-based automated system,2020,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-0f7758a0ee69fe05,10.1109/metroagrifor55389.2022.9964960,On-line real-time fruit size estimation using a depth-camera sensor,2022,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-976d4c9129f1fa4e,10.48550/arxiv.1809.02042,On-Orbit Smart Camera System to Observe Illuminated and Unilluminated Space Objects,2018,OpenAlex,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-0a9ac4ef6e5fb851,10.13031/ja.15746,ON-PLANT SIZE AND WEIGHT ESTIMATION OF TOMATO FRUITS USING DEEP NEURAL NETWORKS AND RGB-D IMAGING,2024,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-0abe28786ad82a9b,10.1109/tmm.2015.2455418,On-road pedestrian tracking across multiple driving recorders,2015,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-006c88ca493aae3c,,"On-site Autonomous Construction Robots: A review of Research Areas, Technologies, and Suggestions for Advancement",2020,Scopus,Q5,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-2ebd07b8ab6c0464,10.1109/icaaic56838.2023.10141105,On-spot Citrus Canker Disease Detection using YOLOv7,2023,Scopus,Q4,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-89a81e407e35572f,10.54536/ajaset.v6i3.804,On-Station and On-Farm Evaluation of Sweet Pepper (Capsicum annuum L.) in Sylhet,2022,OpenAlex,Q4,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
M-b97bdd0a47fe0363,10.1016/j.compag.2024.109354,On-the-go table grape ripeness estimation via proximal snapshot hyperspectral imaging,2024,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
M-d1438c70fef71469,10.1109/icra57147.2024.10610355,On-the-Go Tree Detection and Geometric Traits Estimation with Ground Mobile Robots in Fruit Tree Groves,2024,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
M-c7a3e6308478a94e,10.56093/ijas.v91i1.110896,On-the-tree fruit bagging: A safe approach for production of quality fruits,2021,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-9816039d944228dd,10.1016/j.biosystemseng.2022.12.008,On-tree apple fruit size estimation using stereo vision with deep learning-based occlusion handling,2023,Scopus,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-6724f9f97f2fa685,10.1007/s11694-024-02717-1,On-tree fruit detection system using Darknet-19 based SSD network,2024,Scopus;OpenAlex,Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
