review_order,record_id,doi,title,year,venue,authors,source_databases,query_ids,openalex_ids,scopus_eids,scopus_links,abstract_available,abstract_screen_confidence,abstract_screen_basis,mechanism_evidence,review_status,retrieval_status,retrieval_source,fulltext_path,extraction_status,document_type,ic1,ic2,ic3,ic4,ic5,ec2,ec3,ec4,decision,exclusion_code,evidence_pages,evidence_quote,reviewer,review_date,review_notes,updated_at,evidence_type,study_design,modality,task_scope,identity_mechanism,class_attribute,evaluation,key_finding,limitations
4658,R-bac4bfc249319761,10.30843/nzpp.2019.72.285,Comparison of four off-the-shelf unmanned aerial vehicles (UAVs) and two photogrammetry programmes for monitoring pasture and cropping field trials,2019,New Zealand Plant Protection,"Trolove, Michael R. (6503861436); Shorten, Paul R. (6603517106)",Scopus;OpenAlex,Q3,W2964379597,2-s2.0-85071416714,https://www.scopus.com/pages/publications/85071416714?origin=resultslist,yes,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: rgets and to generate useable orthomoasic images. The colour and contrast of standardised targets influenced detection by UAVs more than their size as height increased. A large green rosette (50.8 cm2) could be detected by all UAVs from 28-90 m, while a yellow target",pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
4659,R-be220db8162fca96,10.1109/wacv.2019.00163,Autonomous curiosity for real-time training onboard robotic agents,2019,"Proceedings - 2019 IEEE Winter Conference on Applications of Computer Vision, WACV 2019","Teng, Ervin (56313810400); Iannucci, Bob (8843434900)",Scopus;OpenAlex,Q4,W2921017360,2-s2.0-85063571271,https://www.scopus.com/pages/publications/85063571271?origin=resultslist,yes,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: problem of curiosity as it relates to online, real-time, human-in-the-loop training of an object detection algorithm onboard a robotic platform, one where motion produces new views of the subject. We propose a deep reinforcement learning approach that deci",pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
4660,R-c0e585b28d35dc62,10.2352/issn.2470-1173.2019.13.coimg-137,Height estimation of biomass sorghum in the field using LiDAR,2019,IS and T International Symposium on Electronic Imaging Science and Technology,"Waliman, Matthew (57215187416); Zakhor, Avideh (7006340241)",Scopus;OpenAlex,Q3,W2977073386,2-s2.0-85080085520,https://www.scopus.com/pages/publications/85080085520?origin=resultslist,yes,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: agricultural robot captures LiDAR scans of the environment as the robot traverses between crop rows. These LiDAR scans are used to generate height contours for a single row of plants corresponding to a given genetic strain. We apply ground segmentation, iterative peak detection and peak filtering to estimate the average height of each row. Our",pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
4661,R-c12d609d4bb25326,10.22214/ijraset.2019.5048,Computer Vision based Object Detection System for Statistical Process Control,2019,International Journal for Research in Applied Science and Engineering Technology,Akanksha Hinge,OpenAlex,Q4,W2974230481,,,yes,medium,retain because of mechanism signal: object or instance perception; full-text review required,object or instance perception: Computer Vision based Object Detection System for Statistical Process Control. In large scale manufacturing industries goods are produced through assembly line processing on which number o,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
4662,R-c17c962b382dd414,10.20965/jrm.2019.p0179,Special Issue on Probabilistic Robotics and SLAM,2019,Journal of Robotics and Mechatronics,Keigo Watanabe; Shoichi Maeyama; Tetsuo Tomizawa; Ryuichi Ueda,OpenAlex,Q4,W2937489386,,,yes,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: netic field maps, a new solution for self-localization using downhill simplex method, and object detection for long-term map management through image-based learning. In addition, in the next number, there will be a review paper by Tsukuba University’s Prof",pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
4663,R-c1f2411cba51f9cd,10.3906/tar-1805-5,Individual tree measurements in a planted woodland with terrestrial laser scanner,2019,TURKISH JOURNAL OF AGRICULTURE AND FORESTRY,Hüseyin Yurtseven; Süleyman Çoban; Mustafa Akgül; Anıl Orhan Akay,OpenAlex,Q3,W2925454374,,,yes,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: Individual tree measurements in a planted woodland with terrestrial laser scanner. Terrestrial light detection and ranging technology provides an accurate measurement of individual tree parameters that are essential for managing forest resources, modeling fore",pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
4664,R-c1fa86f34e4289d4,10.5194/ica-abs-1-246-2019,Multiscale assessment of northern forest characteristics based on ultra-high resolution data,2019,Abstracts of the ICA,Andrey Medvedev; Arseny Kudikov; Natalia Telnova; Olga Tutubalina,OpenAlex,Q3,W2956192697,,,yes,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: both vertical and horizontal structure of stands. Digital terrain and terrain models and tree canopy models were obtained after cloud filtering and classification. Algorithms of automated segmentation and classification have been developed and tested to obtain such characteristics of stands as the height of individual trees, the area of crown proje",pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
4665,R-c24d380171fda05a,10.35940/ijitee.k2174.0981119,Image processing of vegetables and predicting disease,2019,International Journal of Innovative Technology and Exploring Engineering,"Kansal, Kartik (57211295108); Gupta, Tushar (59282583300); Singh, Archana (56820324000); Majumdar, Rana (37119011100)",Scopus;OpenAlex,Q4,W4254051053,2-s2.0-85073344781,https://www.scopus.com/pages/publications/85073344781?origin=resultslist,yes,medium,retain because of mechanism signal: object or instance perception; full-text review required,object or instance perception: auses. We have used python as a programming language with OpenCV library and HSV model of object detection to derive the optimal results. This library is used to perform several image manipulation operations. The dataset including numerous amount having tr,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
4666,R-c30a8bfe4c40a725,10.3390/rs11091086,A comparative assessment of the performance of individual tree crowns delineation algorithms from ALS data in tropical forests,2019,Remote Sensing,"Aubry-Kientz, Mélaine (55671858100); Dutrieux, Raphaël (57208750778); Ferraz, Antonio (36739093800); Saatchi, Sassan (57203051627); Hamraz, Hamid (57192110794); Williams, Jonathan (57213046730); Coomes, David (6603900587); Piboule, Alexandre (9734558000); Vincent, Grégoire (7103097586)",Scopus;OpenAlex,Q3,W2944108734,2-s2.0-85065705451,https://www.scopus.com/pages/publications/85065705451?origin=resultslist,yes,medium,retain because of mechanism signal: operation on a named target; full-text review required,"operation on a named target: oliage of tropical moist forests prevents sufficient point densities in the understory to segment subcanopy trees accurately, regardless of the segmentation method.",pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
4667,R-c50688cbd9b25bc2,10.3390/agronomy9110737,Crop organ segmentation and disease identification based on weakly supervised deep neural network,2019,Agronomy,"Wu, Yang (59786354200); Xu, Lihong (7404745586)",Scopus;OpenAlex,Q4,W2988262953,2-s2.0-85075067629,https://www.scopus.com/pages/publications/85075067629?origin=resultslist,yes,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: o-step strategy to reduce the interference of complex background. Firstly, we use generic instance segmentation architecture-Mask R-CNN to realize the instance segmentation of tomato organs based on weakly supervised learning, and then the disease recognition o",pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
4668,R-c6d622f33bb759b8,10.1109/tgrs.2018.2865014,A local projection-based approach to individual tree detection and 3-d crown delineation in multistoried coniferous forests using high-density airborne LiDAR data,2019,IEEE Transactions on Geoscience and Remote Sensing,"Harikumar, Aravind (56705629900); Bovolo, Francesca (9943212600); Bruzzone, Lorenzo (7006892410)",Scopus;OpenAlex,Q3,W2891313231,2-s2.0-85053143396,https://www.scopus.com/pages/publications/85053143396?origin=resultslist,yes,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: A local projection-based approach to individual tree detection and 3-d crown delineation in multistoried coniferous forests using high-density airborne LiDAR data. Accurate crown detection and delineation of domi",pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
4669,R-c9431e7995a41770,10.1109/irmmw-thz.2019.8874021,Imaging Biological Samples Using Far- and Near-Filed THz Microscopy,2019,,Huabin Wang; Zhongbo Yang; Dandan Li; Guoshuai Geng,OpenAlex,Q4,W2981381844,,,yes,medium,retain because of mechanism signal: individual-target evidence; full-text review required,"individual-target evidence: mu \rm{m}$, has been developed and successfully utilized to image mouse brain tissues and individual fruit cells. Finally, a tip-scattering based near-field THz-TDS microscope was used to image individual macro-biomolecules. The results manifest great pote",pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
4670,R-c9b88ae892f77629,10.1109/jstars.2019.2891519,Estimation of Forest Leaf Area Index Using Height and Canopy Cover Information Extracted From Unmanned Aerial Vehicle Stereo Imagery,2019,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"Zhang, Dafeng (57202830008); Liu, Jianli (58607935900); Ni, Wenjian (22235098700); Sun, Guoqing (7402760338); Zhang, Zhiyu (58993970100); Liu, Qinhuo (7406294260); Wang, Qiang (56984882600)",Scopus;OpenAlex,Q3,W2912203297,2-s2.0-85062632923,https://www.scopus.com/pages/publications/85062632923?origin=resultslist,yes,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: cterized forest plots using tree numbers and average tree heights based on the individual tree segmentation. The results showed that canopy cover and forest height are complementary in the estimation of forest LAI no matter what method was used. The combine",pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
4671,R-ca4306cef63b4963,10.1016/j.aiia.2019.09.001,Seedling-lump integrated non-destructive monitoring for automatic transplanting with Intel RealSense depth camera,2019,Artificial Intelligence in Agriculture,Tabinda Naz Syed; Jizhan Liu; Xin Zhou; Zhao Shengyi,OpenAlex,Q3,W2980833009,,,yes,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: rent (p < 0.05) found towards light and dark environments due to close-shot near-infrared detection. However, the results revealed that the stem diameter relationship between RealSense and the manual method was found for R2 = 0.68 cucumber, R2 = 0.54 tomato, R2 = 0.35 pepper, and R2 = 0.58 let",pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
4672,R-cb115f90e53e1f24,10.1088/1757-899x/603/2/022010,The Use of Lidar Data and VHR Imagery to Estimate the Effects of Tree Roots on Shallow Landslides Assessment,2019,IOP Conference Series: Materials Science and Engineering,"Alexander Vega, Johnny (57190858379)",Scopus;OpenAlex,Q3,W2974174080,2-s2.0-85072964539,https://www.scopus.com/pages/publications/85072964539?origin=resultslist,yes,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: tree heights by generating a Canopy Height Model (CHM), while for the delineation of the tree crown a process of image segmentation was developed. Once the vegetation has been characterized using LiDAR products and dendrometric relationships, the Limit Equilibrium Method (LEM) was",pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
