record_id,doi,title,year,source_databases,query_ids,abstract_available,abstract_screen_decision,abstract_screen_exclusion_code,abstract_screen_confidence,abstract_screen_basis,mechanism_evidence,global_output_evidence,full_text_status
R-4eee61beb9640b57,,Small Object Defect Detection for PCB Inspection under Scale Mismatch,2026,Scopus,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-cde130cff190dc4b,10.3390/plants14172619,Small Object Detection in Agriculture: A Case Study on Durian Orchards Using EN-YOLO and Thermal Fusion,2025,Scopus;OpenAlex,Q4;Q7,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: Small Object Detection in Agriculture: A Case Study on Durian Orchards Using EN-YOLO and Thermal Fusion. Durian is a major tropical crop in Southeast Asia, but its yield an",,pending
R-6a4f5acd394f6010,10.1016/j.engappai.2024.107931,Small object detection using deep feature learning and feature fusion network,2024,Scopus,Q6,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-9e212f77afe69a0a,10.1016/j.iswa.2025.200561,"Small object detection: A comprehensive survey on challenges, techniques and real-world applications",2025,Scopus;OpenAlex,Q5,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: Small object detection: A comprehensive survey on challenges, techniques and real-world applications. • Small object detection (SOD) is a critical yet challenging task in c",,pending
R-1239a8703856d24e,10.11834/jig.230357,Small object grasping detection in cluttered scenes; [杂乱场景下小物体抓取检测研究],2024,Scopus,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-7340045bd884ee2f,10.3390/agriculture16131366,Small Target Detection in Agricultural Visual Perception: Progress and Challenges,2026,Scopus;OpenAlex,Q4;Q5;Q7,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: flowers, or wheat heads for yield estimation and robotic manipulation. Agricultural small-object detection differs from generic small-object detection because target visibility is jointly determined by pixel area, physical size, imaging distance, ground sa","global production, yield, biomass, or land-use output: n of small agricultural targets is fundamental to precision crop protection, phenotyping, yield estimation, and robotic intervention. Typical examples include detecting aphids such as Aphis gossypii, whiteflies such as Bemisia tabaci, planthoppers such as",pending
R-7d6bc452736d3a18,10.1002/9781119431077.ch2,Small unmanned aircraft systems (sUAS): An emerging technology for horticulture,2018,Scopus;OpenAlex,Q1,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: s in agriculture, including horticulture. Some specific horticulture applications include crop monitoring, pesticide and nutrient applications, asset tracking and monitoring, crop inventory, and sales and marketing. Growing interest in sUAS is reflected in the increasing number and decreasing costs of aircr",,pending
R-1e4d71c609412d8e,10.1016/j.biocon.2022.109841,Smaller human populations are neither a necessary nor sufficient condition for biodiversity conservation,2023,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-b58382fe4393d60e,10.1007/s10661-023-11113-z,Smallholder oil palm plantation sustainability assessment using multi-criteria analysis and unmanned aerial vehicles,2023,Scopus;OpenAlex,Q6,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: e a set of sustainability indicators for the farms. Images were acquired from a UAV, with structure from motion (SfM) photogrammetry then used to produce orthomosaics and digital elevation models of the farm areas. Some of the inherent problems using high spati","global production, yield, biomass, or land-use output: is and unmanned aerial vehicles. Oil palm agriculture has caused extensive land cover and land use changes that have adversely affected tropical landscapes and ecosystems. However, monitoring and assessment of oil palm plantation areas to support sustainable management is costly and labour-intensive. This study used an unmanned aerial vehicles (UAV) to m",pending
R-1b48f30d8995862f,10.61440/jesar.2025.v3.86,"Smallholder Oil Palm Transitions to Responsible Sourcing Production: Sustainable Practices, Adoption Barriers, and Socioeconomic Outcomes",2025,OpenAlex,Q6,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-8d11e6a1479288ab,10.1109/igarss.2019.8898354,Smap L4 Assessment of the Us Northern Plains 2017 Flash Drought,2019,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-7e85d4bfd1395524,10.14445/23488549/ijece-v12i9p115,Smart ADAS for EVs: A Deep Learning Approach to Driver Detection and Safety Enhancement,2025,Scopus;OpenAlex,Q4,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: tonomous braking, adaptive cruise control, and lane-keeping assistance. Thus, data-driven object recognition and localization methods are expected to be used in sophisticated driver assistance systems and self-driving automobiles. Specifically, deep neural n",,pending
R-3bc8360d1fde4880,10.1109/i-smac65734.2025.11597805,Smart Agricultural Robotics: A Comprehensive Review of Developments in Automated Fruit Harvesting,2025,Scopus,Q5,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-ca9324290aee9032,10.1109/ice2cpt66440.2025.11340213,Smart Agriculture - A Survey,2025,Scopus,Q5,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-caff557f1b24812e,10.1007/978-981-96-5969-2_15,Smart Agriculture a Revolutionary Approach to Farming Using IoT: A Review,2026,Scopus,Q5,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-df3db2010f1ad630,10.3390/app12125919,Smart Agriculture Applications Using Deep Learning Technologies: A Survey,2022,Scopus,Q5,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-2efa73c302fe30de,10.58491/2735-4202.3211,Smart Agriculture Based on Internet of Things Using Drones: A Survey,2024,Scopus;OpenAlex,Q5,yes,exclude_abstract,EC1,high,"global production, yield, biomass, or land-use output; evidence: UAVs in smart agriculture for pest and crop disease management, plant growth monitoring, yield estimation, weed control, fertilization, phenotypic measurement, soil moisture assessment, pesticide use, and nutritional status evaluation to improve productivity and environmental sustainability. Additionally, we outline how UAV technolo",,"global production, yield, biomass, or land-use output: UAVs in smart agriculture for pest and crop disease management, plant growth monitoring, yield estimation, weed control, fertilization, phenotypic measurement, soil moisture assessment, pesticide use, and nutritional status evaluation to improve productivity and environmental sustainability. Additionally, we outline how UAV technolo",not_needed
R-24375cb5707eb4f8,10.15316/sjafs.2024.052,Smart Agriculture Blockchain Applications,2024,OpenAlex,Q1,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-643c24591f8beccb,10.1088/1742-6596/3179/1/012002,Smart Agriculture Insurance Based on Artificial Intelligence – Object Detection,2026,OpenAlex,Q7,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: Smart Agriculture Insurance Based on Artificial Intelligence - Object Detection. Abstract Climate change and extreme weather events, such as hailstorms, increasingly threaten high-value crops like grapes, causing substantial yiel","global production, yield, biomass, or land-use output: ch as hailstorms, increasingly threaten high-value crops like grapes, causing substantial yield losses and economic risks for farmers. Traditional damage assessment methods, typically based on manual field inspections, are time-consuming, subjective, and error-prone, leading to delays in compensation and ineffici",pending
R-1024e127ae381dee,10.11591/ijai.v13.i3.pp3164-3171,Smart agriculture model in detecting oil palm plantation diseases using a convolution neural network,2024,Scopus;OpenAlex,Q6,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: Smart agriculture model in detecting oil palm plantation diseases using a convolution neural network. Planning models for sustainable crop care in the context of smart agriculture are complex issues as they involve many factors such as productivity, quality, growth sustainability, workfo",,pending
R-83fe29e451a21611,10.31830/2454-1761.2025.cr-1034,Smart agriculture through AI and IoT integration: Automation of AI-controlled greenhouses and digital crop advisory systems,2025,OpenAlex,Q5,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-072d1ad3fb417071,10.22214/ijraset.2025.67565,Smart Agriculture using CNN,2025,OpenAlex,Q4,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: nd disease symptoms.Two primary approaches were employed: image classification as well as object detection. Algorithms tested include YOLO (You Only Look Once), Convolutional Neural Networks (CNNs), along Faster R-CNN. Our evaluation prioritized precision",,pending
R-1958cc35ebbbc50c,10.1201/9781003181613-1,Smart Agriculture Using UAV and Deep Learning: A Systematic Review,2021,Scopus;OpenAlex,Q5,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: d be used to cope with different agricultural challenges in many different areas, such as plant detection and classification, plant health assessment, smart pest and herb control, and field analysis and yield estimation. This chapter systematically review","global production, yield, biomass, or land-use output: ssification, plant health assessment, smart pest and herb control, and field analysis and yield estimation. This chapter systematically reviewed different deep learning-based approaches, where UAV captured spatial data to solve these challenges. Here we al",pending
R-2184ab1a7b3ce6ce,10.64137/3108088x/ijaes-v2i2p105,Smart Agriculture Using UAV Imagery and Deep Learning,2026,OpenAlex,Q5,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: s multispectral vegetation indices with raw spatial information in two tasks: classifying crop health, localized nutrient deficiencies, and predicting final crop yields. Using experimental data as the illustrative showcase, we validate that a deep learning model","global production, yield, biomass, or land-use output: rning architectures to achieve high-resolution crop health monitoring and fully automated yield prediction. Multi-season datasets of high-resolution multispectral and digital aerial imagery were collected over an extensive area comprising a variety of expe",pending
R-dc07fba73a7bf085,10.3390/app122211420,Smart Agriculture: A Fruit Flower Cluster Detection Strategy in Apple Orchards Using Machine Vision and Learning,2022,Scopus;OpenAlex,Q7,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: could be included to compensate for the average undercount. The resulting F1-Score of the object detection model was 80%, which is similar to other research methods ranging from an F1-Score of 77.3% to 84.1%. This paper helps lay the foundation for future","global production, yield, biomass, or land-use output: etect and identify the number of flower clusters on apple trees leading to the ability to predict the potential yield of apples. A new field robot was designed and built to collect and build a dataset of 1500 images of apples trees. The trained model produced a clust",pending
R-85c62e5b869146ef,10.1109/icmlas64557.2025.10967887,Smart Agriculture: An AI Based Solution for Early Corn Leaf Disease Detection Using Deep Learning,2025,Scopus;OpenAlex,Q4,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: Smart Agriculture: An AI Based Solution for Early Corn Leaf Disease Detection Using Deep Learning. Corn leaf diseases play significant threats to global food security, causing substantial yield losses annually. This project pre",,pending
R-88388fc083615af8,10.1007/978-3-030-37393-1_34,Smart agriculture: The age of drones in agriculture,2020,Scopus;OpenAlex,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-9af28caca62ba9ed,10.1007/978-981-96-4151-2_14,Smart Agronomy: Deep Learning-Powered Disease Detection and Micronutrient Management in Sugarcane Crops,2025,OpenAlex,Q5,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-cdb3350483d622f6,10.1504/ijaip.2023.135853,Smart and efficient IoT-based quality tracking system for perishables – pertaining to Indian conditions,2023,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-de9a2f12ab50e2a2,10.1016/j.engappai.2025.110394,Smart building evacuation by tracking multi-camera network and explainable Re-identification model,2025,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: Smart building evacuation by tracking multi-camera network and explainable Re-identification model. Real-time crowd data from surveillance devices is essential for the emergency decision-making and ma",,pending
R-93f7f8bc0466cb9f,10.13031/aim.202100525,Smart citrus tree sprayer using sensor fusion and artificial intelligence,2021,Scopus;OpenAlex,Q3;Q7,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: th classification to better adjust the spraying, input of variable rate application maps, fruit count, and fruit size estimation.",,pending
R-2cc0346177f42617,10.53052/9788367652490.12,Smart confectionery sorting system,2025,OpenAlex,Q4,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: example, [1] some industry systems use Deep learning / convolutional neural network with object detection networks to classify and localise items by their colour.These systems are mostly used in agriculture, where they have 91-98% total accuracy.[2] And w",,pending
R-137cbe82219264d0,10.56726/irjmets75726,SMART CROP PROTECTION SYSTEM,2025,OpenAlex,Q4,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: eo stream of the crop environment, which is then processed on a laptop using a YOLO-based object detection model.The system is trained to identify specific objects such as healthy marigold flowers, diseased or damaged ones, and unauthorized human intruders",,pending
R-22d0834227f6820c,10.55041/ijcope.v2i6.229,Smart Crowd Management and RFID-Assisted Tracking System Using YOLOv8 and DeepSORT,2026,OpenAlex,Q2,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: ns. In this review, special attention is given to the You Only Look Once (YOLO) family of object detection models, especially YOLOv8, and their combination with multi-object tracking algorithms like DeepSORT. The review examines how recent advances in anch",,pending
R-4b8a7354b8916925,10.1109/icipcn67432.2026.11438372,Smart Drone System for Detecting Ripe and Unripe Chillies based on Their Ripeness,2026,Scopus;OpenAlex,Q4,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: f chilli plants under real-field conditions. These images are analyzed using the YOLOv8.5 object detection model to classify chillies based on color characteristics, where red indicates ripeness and green indicates unripens. The proposed system achieves an",,pending
R-703c8191dc25c7b2,10.3390/agriengineering7060196,Smart Edge Computing Framework for Real-Time Brinjal Harvest Decision Optimization,2025,Scopus,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-56609c59b4ce6c53,,Smart energy control internet of things based agriculture clustered scheme for smart farming,2020,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-bb9e132322bb95e9,10.1007/s10462-022-10266-6,Smart farming prediction models for precision agriculture: a comprehensive survey,2023,Scopus;OpenAlex,Q5,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-e94d2424eda8bbcd,10.1007/s43069-025-00434-z,Smart Farming Revolution: A Cutting-Edge Review of Deep Learning and IoT Innovations in Agriculture,2025,Scopus;OpenAlex,Q5,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-9c8c83899d6cd1d8,10.1201/9781003593089-5,Smart farming system using IoT data and deep learning for precision agriculture,2025,OpenAlex,Q5,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-e790d54266d4db4b,10.1109/icerect56837.2022.10060521,Smart Farming Techniques for Precision Agriculture,2022,Scopus,Q1;Q7,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-250192e54026778e,10.62497/irabcs.129,Smart Farming Technologies: AI-Driven Crop Monitoring and Precision Agronomy,2025,OpenAlex,Q5,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: ly used to analyze data from remote sensing, drones, and IoT-based soil sensors for early detection of crop stress, disease, and environmental fluctuations. These insights enable site-specific interventions and real-time decision-making, contributing to higher yields and m",,pending
R-c87ecf2974d93485,10.1109/icicat57735.2023.10263691,Smart Farming Using Machine Learning and Deep Learning: A Review,2023,Scopus,Q5,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-ce768e9439ce3b68,10.1109/icpids65698.2024.00058,Smart Farming with IoT: A Bibliometric Analysis of Trends and Developments,2024,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-14107bb7f9255bd1,10.1016/j.jmmm.2021.168116,Smart fingertip sensor for food quality control: Fruit maturity assessment with a magnetic device,2021,OpenAlex,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-7d36d657b9438b50,10.1109/icicict46008.2019.8993321,Smart Forest Surveillance Unit (S.F.S),2019,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-2cd008df6f39cc64,10.4018/ijcicg.311427,Smart Fruit Basket,2022,OpenAlex,Q1;Q7,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: cognition using CNN (convolutional neural network). The authors also present a multi-view fruit recognition (MVFR) dataset to evaluate the system performance. The base of smart basket includes a weight sensor to account for weight information, the weight, a",,pending
R-8a2bc012cf78387b,10.14177/j.cnki.32-1397n.2022.46.05.010,Smart fruit fly trap solution based on IoT and improved Yolo-v4-tiny; [基于物联网和改进 Yolo-v4-tiny 的智能果蝇诱捕方案],2022,Scopus,Q7,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-7ff0682d2a11f0e6,10.14569/ijacsa.2023.0141229,Smart Fruit Identification and Counting using Machine Vision Approach,2023,Scopus;OpenAlex,Q7,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: Smart Fruit Identification and Counting using Machine Vision Approach. Estimating fruit yield holds significant importance for farmers as it enables them to make precise resource management","global production, yield, biomass, or land-use output: Smart Fruit Identification and Counting using Machine Vision Approach. Estimating fruit yield holds significant importance for farmers as it enables them to make precise resource management decisions for fruit harvesting. The adoption of autom",pending
R-9b43b9897c49563e,10.3390/agriculture16070761,"Smart Greenhouses in the Era of IoT and AI: A Comprehensive Review of AI Applications, Spectral Sensing, Multimodal Data Fusion, and Intelligent Systems",2026,Scopus,Q5,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-dd0fa80599eb07bb,10.1007/978-3-031-98161-6_3,Smart Harvesting: Sorting Coffee Fruit Maturity Using Deep Learning,2026,Scopus;OpenAlex,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-e076751966ae2a6e,10.33545/26174693.2026.v10.i7sd.8982,"Smart horticulture: Integrating AI, IoT and precision farming",2026,OpenAlex,Q5,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-6d7cf7d02d2ccde3,10.12694/scpe.v23i4.2040,SMART HYBRIDIZED ROUTING PROTOCOL FOR ANIMAL MONITORING AND TRACKING APPLICATIONS,2022,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-f3a9c6a9200bcb76,10.3390/s25247502,Smart Image-Based Deep Learning System for Automated Quality Grading of Phalaenopsis Seedlings in Outsourced Production,2025,Scopus;OpenAlex,Q3,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-cf2c28efc59c6d5c,10.1016/j.engappai.2026.114157,"Smart indoor occupancy detection based on optimized camera placement, multi-view de-duplication, and large language model semantic understanding",2026,OpenAlex,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-7e42077696058bd0,10.3897/biss.3.39241,Smart Insect Cameras,2019,OpenAlex,Q1,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-d27f9e14e862d9c7,10.1109/dcoss.2019.00070,"Smart IoT cameras for crowd analysis based on augmentation for automatic pedestrian detection, simulation and annotation",2019,Scopus;OpenAlex,Q2,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-1c69089e686174b0,10.1109/i-smac58438.2023.10290579,Smart Irrigation System based on the Type of Crop using IoT,2023,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-fee701e649e77184,10.58928/ku25.16429,"Smart Irrigation Systems: A Comprehensive Review of IoT, AI, and Sustainable Agriculture Technologies. A Review Article",2025,OpenAlex,Q5,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-c85830e03ed827c5,10.1109/iccsre.2019.8807737,Smart mobile application to recognize tomato leaf diseases using Convolutional Neural Networks,2019,Scopus,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-9278da3718cdb8d0,10.1177/09544097211032738,SMART on-board multi-sensor obstacle detection system for improvement of rail transport safety,2022,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-0303a9dc24344bd1,10.14704/web/v19i1/web19307,Smart Parking Management System Using AI,2022,OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: detect collision accidents that may occur while the vehicle is moving in the parking lot. Vehicle number recognition system uses OCR technique and is implemented on a Raspberry system. By managing the vehicle number recognized at the entrance of the parking lot as a",,pending
R-d9d6f2be8daa416a,10.4018/979-8-3373-4277-1.ch003,Smart Parking Safety and Surveillance System Using Computer Vision: Enhancing Urban Security Through In- Vehicle and Multi- View Monitoring,2026,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: The findings indicate the system's potential to significantly reduce human error, improve vehicle tracking accuracy, and strengthen surveillance coverage in smart cities. The chapter concludes that such vision-enabled systems are integral to modern urban i",,pending
R-82035cb844427277,10.37934/arfmts.95.1.5463,Smart Platform for Water Quality Monitoring System using Embedded Sensor with GSM Technology,2022,OpenAlex,Q6,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-9eebb612c39c242a,10.3390/agriengineering7080246,"Smart Postharvest Management of Strawberries: YOLOv8-Driven Detection of Defects, Diseases, and Maturity",2025,Scopus,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-0992dcc40260504e,10.9734/ajaar/2025/v25i10680,Smart Prediction of Shelf Life and Tomato Sorting Using Deep Learning,2025,OpenAlex,Q4,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: ng to delays in the supply chain. To address this issue, the proposed system introduces a object detection model to enhance tomato sorting processes. In addition to software solutions, the proposed system aims to develop an automated sorting prototype equi",,pending
R-18a60819154d2f23,10.1109/gcitc60406.2023.10425812,Smart Refrigerator Management System Using Deep Learning,2023,Scopus;OpenAlex,Q1;Q7,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: A Jetson Nano. The suggested system employs a wide-angle camera to capture images towards object recognition and inventory control. It provides an augmented pictures by considering different positions, perspectives, and lighting conditions along with manuall",,pending
R-c6e50610fb80e018,10.1109/icsedis68157.2026.11518460,Smart Review Analyser: A Multiplatform AI System for Aspect-based Sentiment Analysis on E-Commerce Products,2026,Scopus,Q5,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-c05558dfd5ac7ca1,10.3390/s25154834,Smart Safety Helmets with Integrated Vision Systems for Industrial Infrastructure Inspection: A Comprehensive Review of VSLAM-Enabled Technologies,2025,Scopus;OpenAlex,Q3,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-2a3a2d001bb08534,10.2478/agriceng-2025-0010,Smart Solutions in Agricultural Robotics,2025,Scopus;OpenAlex,Q7,yes,advance_fulltext,,medium,retain because of mechanism signal: operation on a named target; full-text review required,"operation on a named target: oring trees at different stages of the growing season, including leaf and fruit diseases, counting the number of flowers and fruits, and other operations. Identification of fruits, leaves, weeds, as well as diseases of fruits and leaves is performed using computer visio",,pending
R-56f679ab91d9095f,10.1109/punecon52575.2021.9686493,Smart Surveillance and Tracking System using Resnet and Tesseract-OCR,2021,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: p learning has seen many advancements that have helped in efficient and accurate face and object detection, resulting in many security and surveillance applications. Furthermore, with the increase in localized cameras monitoring every human action, every v",,pending
R-e238b0cc7cef8237,10.22214/ijraset.2022.40954,Smart Surveillance System Real-Time Multi-Person Multi-Camera Tracking at the Edge,2022,OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: Smart Surveillance System Real-Time Multi-Person Multi-Camera Tracking at the Edge. Abstract: Nowadays, new Artificial Intelligence (AI) and Deep Learning based processing methods are replacing traditional computer visio",,pending
M-690c96d43939c6ba,10.5281/zenodo.20699581,Smart Surveillance System: An AI-Powered Real-Time Security Monitoring Platform,2026,OpenAlex,Q2,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: in real time. The system ingests video from heteroge-neous cameras, performs single-stage object detection based on YOLOv8, associates detections across frames using a Deep SORT-style tracker, and augments tracks with face embeddings, pose landmarks, and c",,pending
R-151963b3ac96a160,10.22214/ijraset.2022.43282,Smart System for Food Quality Detection and Transportation Using IoT,2022,OpenAlex,Q1,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-55a90ded7bbc2b7f,10.7753/ijsea1206.1041,Smart System for Human Nail Disease Diagnosis and Underlying Systemic Disease,2023,OpenAlex,Q4,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: ms patient may have by utilizing state-of-the-art technologies such as image recognition, object detection, machine learning, and deep learning.This system could also be integrated with electronic medical records to track patient history and facilitate com",,pending
R-ca81674812dd5853,10.3390/horticulturae12060719,"Smart Technologies and Artificial Intelligence in Sustainable Viticulture: Applications, Benefits, Barriers and Governance for High-Quality Grape Production",2026,Scopus;OpenAlex,Q5;Q7,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: lity grapes. Particular attention is paid to applications in grapevine stress monitoring, disease and pest detection, irrigation and nutrient management, yield estimation, grape quality prediction, and emerging automation. The review also highlights the main barrier","global production, yield, biomass, or land-use output: pevine stress monitoring, disease and pest detection, irrigation and nutrient management, yield estimation, grape quality prediction, and emerging automation. The review also highlights the main barriers that still limit broader adoption in commercial vineyards, including data qual",pending
R-da25dfd67311c90f,10.13031/aim.202200585,Smart tree crop sprayer sensing system utilizing sensor fusion and artificial intelligence,2022,Scopus;OpenAlex,Q3;Q7,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: low meters, sensor fusion, and AI to scan trees for tree height, tree classification, and fruit counting. Using this information, the system controls an airblast tree crop sprayer, adjusting the spraying pattern based on the crop needs. The system was us",,pending
R-937917c0fb965459,10.1016/j.compag.2021.106556,Smart tree crop sprayer utilizing sensor fusion and artificial intelligence,2021,Scopus;OpenAlex,Q3;Q7,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: low meters, sensor fusion, and AI to scan trees for tree height, tree classification, and fruit counting. Specifically, this smart sensing system can detect and classify objects to tree or non-tree (e.g., human, field constructions), measure tree height",,pending
